source_doi,published-online-date,published-print-date,journal-published-print-date,is-referenced-by-count,funder
10.1007/s10340-017-0919-z,2017.0,2018.0,2018.0,13.0,"the National Key R&D Program of China,the National Natural Science Foundation of China"
10.1186/s13063-017-2219-6,2017.0,2017.0,2017.0,11.0,Assistance Publique - Hôpitaux de Paris and URC
10.1111/epi.13927,2017.0,2017.0,2017.0,6.0,"Agence National pour la Recherche,ERA-Net for Research on Rare Diseases,Association Française contre les Myopathies,Institut National de la Santé et de la Recherche Médicale,Centre National de la Recherche Scientifique,Programme Hospitalier de Recherche Clinique (PHRC),Aix-Marseille Université"
10.1186/s12610-017-0064-9,2017.0,2017.0,2017.0,32.0,"CNRS-L,Agence Nationale de la Recherche"
10.1007/s00239-017-9814-8,2017.0,2017.0,2017.0,3.0,"signalife,ANR France"
10.1111/ecoj.12338,2017.0,2017.0,2017.0,31.0,"Japan Society for the Promotion of Science (JSPS) – Centre National de la Recherche Scientifique (CNRS),JSPS – Agence Nationale de la Recherche (ANR) bilateral research,Japan Center for Economic Research,Japan Securities Scholarship Foundation"
10.15252/embj.201796687,2017.0,2017.0,2017.0,112.0,"Agence Nationale de la Recherche,H2020 European Research Council"
10.1364/AO.56.008656,2017.0,2017.0,2017.0,4.0,Agence Nationale de la Recherche (ANR)
10.1113/JP275188,2017.0,2017.0,2017.0,0.0,LABEX ICST (France)
10.1364/OE.25.027464,2017.0,2017.0,2017.0,5.0,"FP7 People: Marie-Curie Actions (PEOPLE),Science Foundation Ireland (SFI)"
10.1111/nph.14839,2017.0,2018.0,2018.0,24.0,"Spanish Government,Universidad de Castilla-La Mancha,National Institutes of Health,Paul D. Saltman Endowed Chair in Science and Education,Castilla-La Mancha Government"
10.1002/2017GL075460,2017.0,2017.0,2017.0,5.0,"Bundesministerium für Umwelt, Naturschutz und Reaktorsicherheit"
10.1002/pssa.201700642,2017.0,2018.0,2018.0,4.0,"National Research Agency,Investissements d'Avenir"
10.1007/s10340-017-0933-1,2017.0,2018.0,2018.0,25.0,"National Key Research and Development Program of China,National Natural Science Foundation of China"
10.1002/cnma.201700269,2017.0,2018.0,2018.0,10.0,Centre Commun de Microscopie Appliquée
10.1002/ps.4750,2017.0,2018.0,2018.0,18.0,"China Postdoctoral Science Foundation,Seventh Framework Programme,Natural Science Foundation of Hubei Province"
10.1002/2017TC004542,2017.0,2017.0,2017.0,7.0,"French Commission Nationale Flotte Côtière,Zoneco research program"
10.1080/14614103.2017.1406026,2017.0,2019.0,2019.0,8.0,"Museo de Prehistoria de Valencia,Conselleria de Cultura,Generalitat Valenciana,MINECO,FEDER,Generalitat de Catalunya,AGAUR,SÉNECA Foundation,Agència de Gestió d’Ajuts Universitaris i de Recerca,Secretaría de Estado de Investigación, Desarrollo e Innovación"
10.1002/2017JB014535,2017.0,2017.0,2017.0,50.0,"Agence Nationale de la Recherche,Total SA through the HPMS-Ca project"
10.1002/2017JB014389,2017.0,2017.0,2017.0,45.0,"Rhône-Alpes region,OSUG@2020 labex,Equip@Meso project,European Union's Seventh Program"
10.1002/bies.201700117,2017.0,2017.0,2017.0,3.0,"FP7 People: Marie-Curie Actions Career Intergation Grant,Ikerbasque, Basque Foundation for Science,Javna Agencija za Raziskovalno Dejavnost RS,Centre National de la Recherche Scientifique"
10.1073/pnas.1713693114,2017.0,2017.0,2017.0,6.0,"Fundação de Amparo à Pesquisa do Estado de São Paulo,MCTI | Conselho Nacional de Desenvolvimento Científico e Tecnológico"
10.1084/jem.20171048,2017.0,2017.0,2017.0,37.0,"European Research Council,Agence Nationale de la Recherche,Ligue Nationale contre le Cancer,European Research Council,Agence Nationale de la Recherche,Innate Pharma,MSDAvenir,Ligue Nationale contre le Cancer,Italian Foundation for Cancer Research,Institut National de la Santé et de la Recherche Médicale,Centre National de la Recherche Scientifique,Aix-Marseille University,Marseille-Immunopole,Fondation ARC"
10.1002/pssa.201700640,2017.0,2018.0,2018.0,9.0,Agence Nationale de la Recherche
10.1093/gji/ggx180,2017.0,2017.0,2017.0,2.0,FAPESP
10.1093/gji/ggx142,2017.0,2017.0,2017.0,15.0,"ERC,CUP,CUP,Australian Research Council"
10.1021/acs.jpcb.7b08825,2017.0,2017.0,2017.0,5.0,"Agence Nationale de la Recherche,Fondation pour la Recherche M?dicale,Centre National de la Recherche Scientifique"
10.1007/s10711-017-0307-0,2017.0,2018.0,2018.0,0.0,"FP7 Ideas: European Research Council,National University of Singapore"
10.1007/s10711-017-0305-2,2017.0,2018.0,2018.0,4.0,"FP7 Ideas: European Research Council,Agence Nationale de la Recherche,National Science Foundation,National Science Foundation"
10.1083/jcb.201704044,2017.0,2017.0,2017.0,21.0,"Juvenile Diabetes Research Foundation,Institut National de la Santé et de la Recherche Médicale,Institut National de la Santé et de la Recherche Médicale,European Research Council,Fondation pour la Recherche Médicale,Agence Nationale de la Recherche,LABEX SIGNALIFE,Club Isatis,Mr. and Mrs. Dorato,Mr. and Mrs. Peter de Marffy-Mantuano,Dujean family,Fondation Générale de Santé,Foundation Schlumberger pour l’Education et la Recherche"
10.1002/cplu.201700389,2017.0,2017.0,2017.0,14.0,"CNPq (Conselho Nacional de Desenvolvimento Científico e Tecnológico - Brazil),Research Council of the University of Tehran and ""center of excellence on the structure and physical properties of matter"" of the University of Tehran"
10.1002/adma.201704425,2017.0,2017.0,2017.0,13.0,Engineering and Physical Sciences Research Council
10.1186/s41239-017-0080-z,2017.0,2017.0,2017.0,56.0,Fonds de Recherche du Québec-Société et Culture
10.1111/aab.12404,2017.0,2018.0,2018.0,41.0,"Minas Gerais State Foundation for Research Aid,CAPES Foundation,National Council of Scientific and Technological Development"
10.1007/s40137-017-0178-1,2017.0,2017.0,2017.0,3.0,Fondation ARC pour la Recherche sur le Cancer
10.1186/s12898-017-0150-z,2017.0,2017.0,2017.0,28.0,"LABEX CEBA (Agence Nationale de la Recherche),France-Canada Research Foundation,Nouragues Travel Grant Program (CNRS),Natural Sciences and Engineering Research Council of Canada"
10.1088/1361-6587/aa934f,2017.0,2018.0,2018.0,10.0,"US DOE,ITER"
10.1021/acschembio.7b00658,2017.0,2017.0,2017.0,21.0,"Agence Nationale de la Recherche,Fondation pour la Recherche Médicale,Région Provence Alpes Côte d'Azur"
10.1002/pen.24803,2017.0,2018.0,2018.0,7.0,"Centre National de la Recherche Scientifique,GDR PolyNano"
10.1002/jcb.26472,2017.0,2018.0,2018.0,12.0,Shahid Beheshti University of Medical Sciences
10.1002/pssb.201700399,2018.0,2018.0,2018.0,3.0,EMMA fellowship
10.1093/mnras/stx2099,2017.0,2017.0,2017.0,76.0,Japan Society for the Promotion of Science
10.1093/mnras/stx2956,2017.0,2018.0,2018.0,140.0,"American Society of Transplantation,National Science Foundation,Horizon 2020"
10.1093/mnras/stx3077,2017.0,2018.0,2018.0,6.0,"Australian Research Council,Natural Science Foundation of China"
10.1093/MNRAS/STX1774,2017.0,2017.0,2017.0,94.0,NKFI
10.1093/MNRAS/STX2464,2017.0,2018.0,2018.0,12.0,"STFC,MINECO,Australian Research Council"
10.1002/ps.4795,2018.0,2018.0,2018.0,32.0,"the Department of Science and Technology, Jilin Province, China,Department of Science and Technology, Government of Kerala,National Natural Science Foundation of China,National Key R&D Program of China"
10.1093/mnras/stx1645,2017.0,2017.0,2017.0,43.0,ERC
10.1002/2017JE005397,2017.0,2017.0,2017.0,16.0,"Agence Nationale de la Recherche,Grantová Agentura České Republiky"
10.1002/2017JB014863,2018.0,2018.0,2018.0,20.0,Université Côte d'Azur
10.1002/mame.201700507,2018.0,2018.0,2018.0,35.0,"European Project Marie Curie,Industry-Academia Partnerships and Pathways,Technische Universiteit Eindhoven"
10.1002/gcc.22513,2017.0,2018.0,2018.0,14.0,Association pour la Recherche sur le Cancer
10.1007/s00229-018-0999-y,2018.0,2018.0,2018.0,1.0,"European Union FP7 COFUND,Universität Bremen,JSPS KAKENHI,Humboldt Foundation"
10.1007/s00204-018-2158-3,2018.0,2018.0,2018.0,11.0,Santelys association
10.1080/23746149.2017.1321501,2017.0,2017.0,2017.0,7.0,"Ministerio de Economía, Industria y Competitividad,Région PACA,Royal Society of New Zealand"
10.1002/2017TC004536,2018.0,2018.0,2018.0,15.0,"Département Soutien et Formation, Institut de Recherche pour le Développement"
10.1002/anie.201711068,2018.0,2018.0,2018.0,57.0,"Faculdade de Ciências e Tecnologia, Universidade Nova de Lisboa,ERA-MIN"
10.1007/s10910-018-0863-z,2018.0,2018.0,2018.0,6.0,Agence Nationale de la Recherche
10.1080/2162402X.2017.1423184,2018.0,2018.0,2018.0,24.0,Fondation ARC
10.1002/2017JE005418,2018.0,2018.0,2018.0,16.0,Agence Nationale de la Recherche
10.1093/mnras/stx588,2017.0,2017.0,2017.0,9.0,NASA
10.1093/mnras/stx3074,2017.0,2018.0,2018.0,127.0,"Seventh Framework Programme,ERC"
10.1007/s10482-018-1032-x,2018.0,2018.0,2018.0,1.0,National Research Agency
10.1002/pssa.201700653,2017.0,2018.0,2018.0,14.0,"Ministero dell’Istruzione, dell’Università e della Ricerca"
10.1007/s12520-017-0541-2,2017.0,2019.0,2019.0,5.0,"French Ministry of Culture,Agence Nationale de la Recherche"
10.1557/adv.2017.74,2017.0,2017.0,2017.0,1.0,Marsden Fund
10.1364/JOSAB.35.000331,2018.0,2018.0,2018.0,9.0,"Russian Science Foundation (RSF),Agence Nationale de la Recherche (ANR)"
10.1002/cncy.21977,2018.0,2018.0,2018.0,57.0,"Merck & Co., Inc"
10.1002/slct.201702274,2017.0,2017.0,2017.0,1.0,"University Nice Sophia Antipolis, the CNRS, Avantium,IAPP,French MESR,European Interreg V Flanders-The Netherlands program"
10.1002/bies.201700095,2018.0,2018.0,2018.0,3.0,Canadian Institutes of Health Research
10.1093/MNRAS/STX1666,2017.0,2017.0,2017.0,18.0,European Community
10.1093/MNRAS/STX2546,2017.0,2018.0,2018.0,10.0,National Science Foundation
10.1088/1538-3873/aa9fe5,2018.0,2018.0,2018.0,9.0,"Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung,Japan Society for the Promotion of Science"
10.1093/pasj/psw083,2016.0,2016.0,2016.0,3.0,"Spanish MICINN,JSPS fellows,U.S. National Science"
10.1007/s11356-018-1437-0,2018.0,2019.0,2019.0,4.0,AquaVar project
10.1002/slct.201702762,2018.0,2018.0,2018.0,5.0,"CEA/DAM/DPN,CNRS"
10.1002/cmdc.201700631,2018.0,2018.0,2018.0,2.0,"Joint ministerial program of R&D against CBRNE risks,DGA-MRIS,Agence Nationale de la Recherche"
10.1002/2017JB015128,2018.0,2018.0,2018.0,7.0,"Academia Sinica,Ministry of Science and Technology of the People's Republic of China"
10.1002/2017JE005362,2018.0,2018.0,2018.0,6.0,NASA's Discovery Program
10.1007/s10711-018-0333-6,2018.0,2019.0,2019.0,3.0,FP7 People: Marie-Curie Actions
10.1002/jbmr.3387,2018.0,2018.0,2018.0,5.0,"Australian Respiratory Council,Association for International Cancer Research,German Federal Ministry of Education and Research,Deutsche Forschungsgemeinschaft"
10.1002/ejoc.201701578,2018.0,2018.0,2018.0,4.0,French National Research Agency
10.1364/AO.57.00B122,2018.0,2018.0,2018.0,4.0,"Agence Nationale de la Recherche (ANR),H2020 Euratom (EURATOM),Fédération de Racherche sur la Fusion par Confinement Magnétique (FR-FCM)"
10.1007/s10113-018-1287-9,2018.0,2019.0,2019.0,22.0,"European Commission,Parthenope University of Naples"
10.1007/s10915-018-0681-2,2018.0,2018.0,2018.0,2.0,Agence Nationale de la Recherche
10.1111/febs.14359,2017.0,2019.0,2019.0,20.0,"Institut National Du Cancer,Ligue Contre le Cancer,Horizon 2020 Framework Programme,European Commission,Agence Nationale de la Recherche,Juvenile Diabetes Research Foundation United Kingdom"
10.1186/s12885-018-4169-0,2018.0,2018.0,2018.0,8.0,Centre Scientifique de Monaco
10.1021/acsmedchemlett.7b00462,2018.0,2018.0,2018.0,26.0,"Institut National de la Sant? et de la Recherche M?dicale,Centre National de la Recherche Scientifique"
10.1093/MNRAS/STX2639,2017.0,2018.0,2018.0,14.0,Horizon 2020
10.1093/carcin/bgy005,2018.0,2018.0,2018.0,11.0,Digestive Disease Research Institute
10.1080/17445647.2018.1441756,2018.0,2018.0,2018.0,91.0,"Italian Civil Protection Department,NERC"
10.1080/01691864.2018.1434013,2018.0,2018.0,2018.0,3.0,"Consejo Nacional de Ciencia y Tecnología,European Horizon H2020"
10.1007/s40279-018-0898-0,2018.0,2018.0,2018.0,45.0,Research Foundation—Flanders
10.1093/mmy/myx111,2017.0,2018.0,2018.0,34.0,Fondation de l’Avenir
10.1002/jcb.26765,2018.0,2018.0,2018.0,9.0,Shahid Beheshti University of Medical Sciences
10.1002/2017JB014703,2018.0,2018.0,2018.0,15.0,Agence Nationale de la Recherche
10.1111/eea.12660,2018.0,2018.0,2018.0,11.0,"National Program ECOPHYTO,Institut National de la Recherche Agronomique"
10.1080/01639625.2018.1437652,2018.0,2019.0,2019.0,4.0,Swiss National Sciences Foundations
10.1364/JOCN.10.000114,2018.0,2018.0,2018.0,21.0,"Agence Nationale de la Recherche (ANR),Mitacs,Natural Sciences and Engineering Research Council of Canada (NSERC)"
10.1007/s10816-018-9372-4,2018.0,2019.0,2019.0,24.0,Agence Nationale de la Recherche
10.1101/gad.305854.117,2018.0,2018.0,2018.0,43.0,Institut National du Cancer
10.1093/MNRAS/STY084,2018.0,2018.0,2018.0,132.0,"National Science Foundation,National Science Foundation,National Science Foundation,Horizon 2020"
10.1088/1361-6382/aaa879,2018.0,2018.0,2018.0,4.0,"European Space Agency,Deutsches Zentrum für Luft- und Raumfahrt,Deutsche Forschungsgemeinschaft"
10.1186/s12881-018-0568-y,2018.0,2018.0,2018.0,13.0,French Ministry Health
10.1186/s12864-018-4630-0,2018.0,2018.0,2018.0,8.0,"Australian Research Council,National Health and Medical Research Council,Sun Foundation"
10.1002/jgt.22252,2018.0,2018.0,2018.0,2.0,"Agence Nationale de la Recherche,Fondo Nacional de Desarrollo Científico y Tecnológico"
10.1055/s-0036-1591982,2018.0,2018.0,2018.0,1.0,Agence Nationale de la Recherche
10.1021/acsmedchemlett.7b00527,2018.0,2018.0,2018.0,3.0,European Cooperation in Science and Technology
10.1002/ijch.201800002,2018.0,2018.0,2018.0,12.0,"Ministère de l'Education et de la Recherche,Centre National de la Recherche Scientifique (CNRS)"
10.1002/2017PA003227,2018.0,2018.0,2018.0,18.0,"ANR HAMOC,MISTRALS/Paleomex,EQUIPEX ASTER-CEREGE"
10.1007/s13593-018-0500-z,2018.0,2018.0,2018.0,14.0,"National Natural Science Foundation of China,National Natural Science Foundation of China,National Thousand Talents Fellowship,Advanced Talents of SAEFA,Graham Centre Research Fellowship,EUCLID,Jinshan Scholar Fellowship Fujian Agricuture and Forestry University,National Thousand Talents Fellowship,Australian Centre for International Agricultural Research,Australian Centre for International Agricultural Research,Australian Centre for International Agricultural Research,Australian Centre for International Agricultural Research"
10.1515/cmam-2018-0005,2018.0,2019.0,2019.0,5.0,Centre for Numerical Analysis and Intelligent Software
10.1007/s10712-018-9472-4,2018.0,2018.0,2018.0,83.0,"Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung,National Research, Development and Innovation Fund, Hungary,Magyar Tudományos Akadémia,Akademie Věd České Republiky,Czech Operational Programme Research, Development and Education,Czech Operational Programme Research, Development and Education,CzechGeo/EPOS,Austrian Science Fund,Deutsche Forschungsgemeinschaft,Istituto Nazionale di Geofisica e Vulcanologia,Agence Nationale de la Recherche,RESIF French national Research Infrastructure,French Environment and Energy Management Agency,Hrvatska Zaklada za Znanost"
10.1007/s11356-018-1973-7,2018.0,2018.0,2018.0,7.0,IBiSA
10.1093/mnrasl/sly010,2018.0,2018.0,2018.0,31.0,"National Science Foundation,Villum Foundation,Australian Research Council"
10.1093/mnras/stx969,2017.0,2017.0,2017.0,5.0,"Delta,Horizon 2020"
10.1080/14647273.2018.1466400,2018.0,2019.0,2019.0,3.0,Tabriz University of Medical Sciences
10.1007/s00344-018-9808-9,2018.0,2019.0,2019.0,4.0,"National Natural Science Foundation of China,National High Tech Research and Development Program of China,National Support Program of China,Key Scientific and Technological Innovation Special Projects of Shaanxi ‘13115’,agricultural cooperation project between China and Germany"
10.1111/febs.14471,2018.0,2018.0,2018.0,22.0,Associazione Italiana per la Ricerca sul Cancro
10.1186/s13690-018-0269-1,2018.0,2018.0,2018.0,2.0,"Agence Nationale de Recherches sur le Sida et les Hepatites Virales,Conseil Régional Provence Alpes Côte d'Azur"
10.1093/mnras/stx3342,2018.0,2018.0,2018.0,34.0,ERC
10.1002/jgt.22360,2018.0,2018.0,2018.0,3.0,ANR under contract STINT
10.1364/PRJ.6.000B74,2018.0,2018.0,2018.0,7.0,"Agence Nationale de la Recherche (ANR),FP7 People: Marie-Curie Actions (PEOPLE)"
10.1186/s12864-018-4686-x,2018.0,2018.0,2018.0,5.0,Agence Nationale de la Recherche
10.1002/ijc.31296,2018.0,2018.0,2018.0,18.0,"Centre National de la Recherche Scientifique,Association France Cancer,Region Provence Alpes Côte d’Azur,Agence Nationale de la Recherche,Fondation de France,The Wilhelm-Sander-Stiftung"
10.1021/acs.jpclett.8b00633,2018.0,2018.0,2018.0,34.0,"National Institute on Deafness and Other Communication Disorders,Division of Integrative Organismal Systems,Agence Nationale de la Recherche,Gen Foundation,GIRACT,Fondation Edmond Roudnitska"
10.1002/ctpp.201700142,2018.0,2018.0,2018.0,15.0,H2020 Euratom
10.1002/pssa.201700637,2017.0,2018.0,2018.0,16.0,RENATECH and the French National Research Agency
10.1085/jgp.201812064,2018.0,2018.0,2018.0,10.0,"Montana State University,National Institute of General Medical Science,Fondation pour la Recherche Médicale,Agence Nationale de la Recherche"
10.1364/OE.25.026453,2017.0,2017.0,2017.0,42.0,"National Natural Science Foundation of China (NSFC),National Science and Technology Major Project"
10.1177/1073191116636449,2016.0,2017.0,2017.0,13.0,National Institute on Aging
10.1080/14772000.2017.1383948,2017.0,2018.0,2018.0,6.0,"Natural Environment Research Council,H2020 European Research Council,Deutsche Forschungsgemeinschaft,Agence Nationale pour a Recherche"
10.1186/s13063-017-2211-1,2017.0,2017.0,2017.0,7.0,"Programme Hospitalier de Recherche Clinique,Institut National Du Cancer,Institut de Recherche en Santé Publique"
10.1177/0148607116663481,2016.0,2017.0,2017.0,9.0,"Research funded by NPS Pharmaceuticals, Inc, a wholly owned indirect subsidiary of Shire plc."
10.1007/s11538-017-0372-4,2017.0,2018.0,2018.0,3.0,"Conseil Régional PACA (Provence-Alpes-Cote d’azur),Investissements d’Avenir Bio-Informatique programme under project RESET,Investissements d’Avenir Bio-informatique programme under project RESET"
10.1098/rspa.2017.0018,2017.0,2017.0,2017.0,10.0,"National Science Foundation,Engineering and Physical Sciences Research Council"
10.1080/09537104.2017.1401058,2017.0,2019.0,2019.0,30.0,"Process for PRF,The National Natural Science Foundation of China"
10.1007/s10817-017-9444-2,2017.0,2018.0,2018.0,0.0,ANR Agence Nationale de La Recherche
10.1080/15350770.2018.1404855,2017.0,2018.0,2018.0,8.0,Social Sciences and Humanities Research Council of Canada
10.1002/ece3.3747,2017.0,2018.0,2018.0,16.0,Labex
10.1177/1474904117690006,2017.0,2018.0,2018.0,20.0,Plan Investissement d’Avenir ANRU
10.1093/MNRAS/STX1892,2017.0,2017.0,2017.0,8.0,Australian Research Council
10.1073/pnas.1716951115,2018.0,2018.0,2018.0,59.0,"National Natural Science Foundation of China,National Natural Science Foundation of China"
10.1093/mnrasl/slx158,2017.0,2018.0,2018.0,11.0,Ministry of Economy
10.1007/s10994-018-5717-1,2018.0,2018.0,2018.0,15.0,Agence Nationale de la Recherche
10.1007/s10340-018-0980-2,2018.0,2018.0,2018.0,21.0,"National Key R&D Program of China,National Natural Science Foundation of China,The scientific research program of Jilin Agricultural University"
10.1073/pnas.1616171114,2017.0,2017.0,2017.0,40.0,Gouvernement du Canada | Canadian Institutes of Health Research
10.1007/s10340-018-0993-x,2018.0,2019.0,2019.0,33.0,"European Cooperation in Science and Technology,European Project,French Ministry of Agriculture, Food, Fisheries, Rural Affairs and Spatial Planning"
10.1007/s00018-018-2845-5,2018.0,2018.0,2018.0,7.0,"Sixth Framework Programme,Agence Nationale de la Recherche"
10.1002/rsa.20781,2018.0,2018.0,2018.0,4.0,Natural Sciences and Engineering Research Council of Canada
10.1007/s00340-018-6989-7,2018.0,2018.0,2018.0,12.0,"Agence Nationale de la Recherche,Conseil régional Aquitaine,Fondation Franco-Chinoise pour la Science et ses Applications,European Gravitational Observatory"
10.1002/hep.29847,2018.0,2018.0,2018.0,43.0,"University of Nice,Programme Hospitalier de Recherche Clinique,Association Française pour l'Etude du Foie,Société Francophone du Diabète,Association pour la Recherche sur le Cancer,La Ligue contre le Cancer,EFSD/Lilly European Diabetes Research Programme,Société Française de Dermatologie et de Pathologie Sexuellement Transmissible,AFEF/LFB,French Government,‘Investments for the Future’ LABEX SIGNALIFE,Ligue contre le Cancer,Agence National de la Recherche (ANR)-Projets blancs,ANR under the frame of E-Rare-2,ERA-Net for Research on Rare Diseases,Cancéropôle Ile-de-France,Chancelerie des universités de Paris,European Research Council,Fondation Carrefour,Institut National du Cancer,Institut National de la Santé et de la Recherche Médicale,Institut Universitaire de France,LeDucq Foundation,LabEx Immuno-Oncology,RHU Torino Lumière,Seerave Foundation,SIRIC Stratified Oncology Cell DNA Repair and Tumor Immune Elimination,SIRIC Cancer Research and Personalized Medicine"
10.1029/2018GL077812,2018.0,2018.0,2018.0,20.0,"Geological Society of America,Portland State University,GSA student grant"
10.1007/s12289-016-1328-1,2016.0,2018.0,2018.0,6.0,Agence Nationale de la Recherche
10.1002/2017JA024654,2018.0,2018.0,2018.0,17.0,U.S. Office of Naval Research
10.1002/2017TC004691,2018.0,2018.0,2018.0,16.0,Russian Fund for Basic Research
10.1111/ajt.14747,2018.0,2018.0,2018.0,14.0,"European Commission,Canadian Institutes of Health Research,BC Children's Hospital Research Institute,National Institutes of Health"
10.1002/jbm.a.36384,2018.0,2018.0,2018.0,8.0,"ANR,CNRS"
10.1080/00343404.2018.1470324,2018.0,2019.0,2019.0,11.0,French National Research Agency
10.1088/2058-9565/aa6ed2,2017.0,2017.0,2017.0,15.0,"Agence Nationale de la Recherche,Fondation Simone et Cino Del Duca,Seventh Framework Programme,iXCore Research Foundation"
10.1007/s00429-018-1687-0,2018.0,2018.0,2018.0,14.0,"Agence Nationale de la Recherche,Consejo Superior de Investigaciones Científicas,Ville de Nice,Medical Research Council"
10.1088/1361-6382/aac148,2018.0,2018.0,2018.0,1.0,Division of Physics
10.1007/s00167-018-5006-3,2018.0,2019.0,2019.0,12.0,National Health and Medical Research Council
10.1016/j.trci.2018.03.010,2018.0,2018.0,2018.0,11.0,Fondation Plan Alzheimer
10.1098/rsif.2018.0063,2018.0,2018.0,2018.0,6.0,"Simons Foundation,National Science Foundation Division of Mathematical Sciences,Agence Nationale de la Recherche,Centre National de la Recherche Scientifique"
10.1093/MNRAS/STX1447,2017.0,2017.0,2017.0,27.0,"THE-WIND,Ministry of Economy,STFC"
10.1080/14693062.2018.1482823,2018.0,2019.0,2019.0,14.0,Fondation de France
10.1007/s00299-018-2312-7,2018.0,2018.0,2018.0,4.0,Narodowe Centrum Nauki
10.1186/s12915-018-0525-4,2018.0,2018.0,2018.0,21.0,Agence Française de Lutte contre le Dopage
10.1093/mnras/sty1066,2018.0,2018.0,2018.0,36.0,"National Science Foundation,National Natural Science Foundation of China"
10.1007/s10686-018-9593-2,2018.0,2018.0,2018.0,20.0,"ERC Starting Grant,ERC Starting grant"
10.1093/eurheartj/ehy269,2018.0,2018.0,2018.0,6.0,"European Marie Curie,Agence Nationale de la Recherche,European Research Council"
10.1177/1363459317693406,2017.0,2018.0,2018.0,2.0,"Agence Nationale de Recherches sur le Sida et les Hepatites Virales,Région Ile-de-France,Direction de la Recherche, des Études, de l\‘Évaluation et des Statistiques,Sidaction"
10.1093/GJI/GGX322,2017.0,2017.0,2017.0,12.0,"ONR,ONR"
10.1098/rsos.172445,2018.0,2018.0,2018.0,9.0,"Institute of Mathematical Innovation (IMI), University of Bath,Ministero dell'Istruzione, dell'Università e della Ricerca"
10.1007/s10686-018-9597-y,2018.0,2018.0,2018.0,12.0,"Centre National d’Etudes Spatiales,FP7 Ideas: European Research Council,Centre National de la Recherche Scientifique,FP7 Ideas: European Research Council,FP7 Ideas: European Research Council,INAF Progetti Premiali"
10.1021/acs.jpcc.8b03223,2018.0,2018.0,2018.0,15.0,"Agence Nationale de la Recherche,European Regional Development Fund,Centre National de la Recherche Scientifique,Région Normandie"
10.15252/embr.201745453,2018.0,2018.0,2018.0,55.0,"Ligue Contre le Cancer,Institut National Du Cancer,Institut National de la Santé et de la Recherche Médicale,Centre National de la Recherche Scientifique,Université de Strasbourg"
10.1002/cnma.201800068,2018.0,2018.0,2018.0,8.0,Act 211 Government of the Russian Federation
10.1007/s00220-018-3191-z,2018.0,2018.0,2018.0,3.0,European Research Council
10.1007/s10549-018-4874-z,2018.0,2018.0,2018.0,21.0,"Université de Lorraine,Région Lorraine,Ministère de l’Enseignement Supérieur et de la Recherche"
10.1007/s11242-018-1111-5,2018.0,2018.0,2018.0,0.0,"ENGIE,STORENGY"
10.1158/1535-7163.MCT-17-0919,2018.0,2018.0,2018.0,32.0,"Agence Nationale de la Recherche (ANR),Ligue Contre le Cancer,Fondation ARC pour la Recherche sur le Cancer (ARC),Canceropôle PACA (Canceropole PACA),Institut National Du Cancer (INCa)"
10.1021/acs.jctc.8b00216,2018.0,2018.0,2018.0,8.0,"Agence Nationale de la Recherche,Deutsche Forschungsgemeinschaft"
10.1364/OL.43.003208,2018.0,2018.0,2018.0,26.0,Agence Nationale de la Recherche (ANR)
10.1080/14787210.2018.1483721,2018.0,2018.0,2018.0,47.0,University Hospital of Grenoble-Alpes
10.1021/acs.jproteome.8b00237,2018.0,2018.0,2018.0,12.0,"Schweizerischer Nationalfonds zur F?rderung der Wissenschaftlichen Forschung,Deutsche Forschungsgemeinschaft"
10.1177/0022034518788282,2018.0,2018.0,2018.0,4.0,Centre Hospitalier Universitaire de Nice
10.1088/1361-6641/aac3bf,2018.0,2018.0,2018.0,4.0,Agence Nationale de la Recherche
10.1029/2018JB015868,2018.0,2018.0,2018.0,27.0,National Research Foundation Singapore
10.1093/mnras/sty1016,2018.0,2018.0,2018.0,10.0,"Seventh Framework Programme,National Science Foundation"
10.1093/mnras/sty496,2018.0,2018.0,2018.0,49.0,Horizon 2020
10.1080/10888438.2018.1491584,2018.0,2019.0,2019.0,16.0,European Cooperation in Science and Technology
10.1080/21680396.2018.1496041,2018.0,2018.0,2018.0,7.0,"French General Directorate of Armaments,Astrid MEDUSE"
10.1111/conl.12586,2018.0,2019.0,2019.0,10.0,European Cooperation in Science and Technology
10.1111/bre.12289,2018.0,2018.0,2018.0,23.0,"Universitetet i Bergen,VISTA,Natural Environment Research Council"
10.1029/2017TC004771,2018.0,2018.0,2018.0,13.0,"French National Research Agency (REMAKE Project),IRD and INSU (CNRS),French Embassy in Quito for MS PhD scholarship,Secretaría de Educación Superior, Ciencia, Tecnología e Innovación"
10.1002/hep.30034,2018.0,2018.0,2018.0,23.0,"ANRS,HECAM (Hepatocellular Carcinoma Multi-Technological) Consortium"
10.1002/andp.201800086,2018.0,2018.0,2018.0,6.0,Conseil Régional PACA
10.1002/ett.3459,2015.0,2018.0,2018.0,1.0,Conselho Nacional de Desenvolvimento Científico e Tecnológico
10.1007/s10340-018-1018-5,2018.0,2019.0,2019.0,20.0,"National Key R&D Program of China,National Natural Science Foundation of China"
10.1002/macp.201800090,2018.0,2018.0,2018.0,1.0,Centre National de la Recherche Scientifique
